delay,normal_delay,max_normal_delay,gen,chrom,fitness,run
958520.0,0.07385476708359749,0.5665551217698457,0,0,normal_delay,2
468194.0,0.04772200857225815,0.3486238532110092,1,0,normal_delay,2
429429.0,0.04389673368024081,0.4990825688073395,2,0,normal_delay,2
429429.0,0.04389673368024081,0.4990825688073395,3,0,normal_delay,2
415911.0,0.04112759709971076,0.3596330275229358,4,0,normal_delay,2
415911.0,0.04112759709971076,0.3596330275229358,5,0,normal_delay,2
406424.0,0.040415305866117995,0.25321100917431194,6,0,normal_delay,2
422366.0,0.04013316318234822,0.22018348623853212,7,0,normal_delay,2
349217.0,0.034542612949678315,0.44770642201834865,8,0,normal_delay,2
349217.0,0.034542612949678315,0.44770642201834865,9,0,normal_delay,2
360066.0,0.03325241173989335,0.29357798165137616,10,0,normal_delay,2
360066.0,0.03325241173989335,0.29357798165137616,11,0,normal_delay,2
351400.0,0.032474092115505275,0.29724770642201837,12,0,normal_delay,2
330842.0,0.030690702469317273,0.24220183486238533,13,0,normal_delay,2
330842.0,0.030690702469317273,0.24220183486238533,14,0,normal_delay,2
331230.0,0.030610162542145165,0.26055045871559634,15,0,normal_delay,2
322508.0,0.030212362936130516,0.21651376146788992,16,0,normal_delay,2
314141.0,0.02917464692884976,0.26788990825688075,17,0,normal_delay,2
314141.0,0.02917464692884976,0.26788990825688075,18,0,normal_delay,2
298545.0,0.027508945794193936,0.22018348623853212,19,0,normal_delay,2
298545.0,0.027508945794193936,0.22018348623853212,20,0,normal_delay,2
289545.0,0.026935681802734316,0.22018348623853212,21,0,normal_delay,2
282944.0,0.026131960064229794,0.22018348623853212,22,0,normal_delay,2
282944.0,0.026131960064229794,0.22018348623853212,23,0,normal_delay,2
286131.0,0.02606653251064726,0.18272050530115047,24,0,normal_delay,2
269886.0,0.025998071458058318,0.24587155963302754,25,0,normal_delay,2
270149.0,0.02526188624910242,0.22385321100917432,26,0,normal_delay,2
274133.0,0.024911259331506858,0.1714414617640424,27,0,normal_delay,2
266838.0,0.02477701306166262,0.1798165137614679,28,0,normal_delay,2
270888.0,0.024481762663275054,0.1908256880733945,29,0,normal_delay,2
253506.0,0.02434757406890264,0.24587155963302754,30,0,normal_delay,2
257247.0,0.02356054544724771,0.23486238532110093,31,0,normal_delay,2
257247.0,0.02356054544724771,0.23486238532110093,32,0,normal_delay,2
263157.0,0.02320635238258492,0.16467403564177757,33,0,normal_delay,2
249450.0,0.022965839532802665,0.1798165137614679,34,0,normal_delay,2
253823.0,0.022927736055175764,0.1981651376146789,35,0,normal_delay,2
253823.0,0.022927736055175764,0.1981651376146789,36,0,normal_delay,2
247748.0,0.02269919812230414,0.1834862385321101,37,0,normal_delay,2
253908.0,0.02257852494298653,0.1614678899082569,38,0,normal_delay,2
248769.0,0.022453281159662535,0.1577981651376147,39,0,normal_delay,2
244970.0,0.022209711481700888,0.14678899082568808,40,0,normal_delay,2
248106.0,0.021832789760036365,0.1651376146788991,41,0,normal_delay,2
248106.0,0.021832789760036365,0.1651376146788991,42,0,normal_delay,2
247205.0,0.021513738734962835,0.14311926605504588,43,0,normal_delay,2
243588.0,0.021421895683384956,0.15045871559633028,44,0,normal_delay,2
243588.0,0.021421895683384956,0.15045871559633028,45,0,normal_delay,2
233532.0,0.021134004608098066,0.14818433479889268,46,0,normal_delay,2
239467.0,0.020546635022790697,0.15412844036697249,47,0,normal_delay,2
239467.0,0.020546635022790697,0.15412844036697249,48,0,normal_delay,2
239467.0,0.020546635022790697,0.15412844036697249,49,0,normal_delay,2
228006.0,0.020486576140164404,0.14311926605504588,50,0,normal_delay,2
